CensusPlaceCode,ST,CensusPlaceName,SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024,POPESTIMATE2025
1904722890,,Dunlap city (pt.),157,19,047,22890,00000,00000,1,A,0,0,0,0,0,0,0
1904741610,,Kiron city,157,19,047,41610,00000,00000,1,A,270,269,265,264,261,264,263
1904748855,,Manilla city,157,19,047,48855,00000,00000,1,A,772,770,757,752,749,754,748
1904766855,,Ricketts city,157,19,047,66855,00000,00000,1,A,112,112,110,109,109,108,110
1904771130,,Schleswig city,157,19,047,71130,00000,00000,1,A,833,831,816,810,810,818,817
1904780130,,Vail city,157,19,047,80130,00000,00000,1,A,392,391,385,381,380,384,380
1904784630,,Westside city,157,19,047,84630,00000,00000,1,A,288,287,283,279,279,282,280
1904799990,,Balance of Crawford County,157,19,047,99990,00000,00000,1,F,4053,4044,3989,3971,3983,4037,4039
1904900000,,Dallas County,050,19,049,00000,00000,00000,0,A,99721,100521,104166,108070,111321,114812,118457
1904900505,,Adel city,157,19,049,00505,00000,00000,1,A,6160,6194,6353,6582,6641,6939,7098
1904907660,,Bouton city,157,19,049,07660,00000,00000,1,A,128,128,129,129,127,127,127
1904914520,,Clive city (pt.),157,19,049,14520,00000,00000,1,A,7588,7692,8089,8317,8386,8568,8657
1904918255,,Dallas Center city,157,19,049,18255,00000,00000,1,A,1899,1909,1940,1979,2007,2035,2042
1904919135,,Dawson city,157,19,049,19135,00000,00000,1,A,113,113,114,114,114,114,114
1904921045,,De Soto city,157,19,049,21045,00000,00000,1,A,917,923,937,947,949,955,976
1904921225,,Dexter city,157,19,049,21225,00000,00000,1,A,640,643,649,647,644,644,641
1904932160,,Granger city (pt.),157,19,049,32160,00000,00000,1,A,1262,1286,1417,1511,1550,1590,1623
1904933060,,Grimes city (pt.),157,19,049,33060,00000,00000,1,A,38,38,38,43,42,43,43
1904945390,,Linden city,157,19,049,45390,00000,00000,1,A,200,201,204,207,208,209,210
1904952545,,Minburn city,157,19,049,52545,00000,00000,1,A,325,326,329,327,325,326,323
1904962355,,Perry city,157,19,049,62355,00000,00000,1,A,7842,7881,8018,8136,8166,8241,8208
1904966045,,Redfield city,157,19,049,66045,00000,00000,1,A,733,736,745,745,740,742,741
1904979950,,Urbandale city (pt.),157,19,049,79950,00000,00000,1,A,11778,11845,12125,12443,12515,12741,12938
1904980445,,Van Meter city,157,19,049,80445,00000,00000,1,A,1482,1496,1553,1579,1762,1885,1978
1904982695,,Waukee city,157,19,049,82695,00000,00000,1,A,23941,24185,25732,27863,29986,31927,34890
1904983910,,West Des Moines city (pt.),157,19,049,83910,00000,00000,1,A,22911,23096,23738,24294,24891,25305,25382
1904986970,,Woodward city (pt.),157,19,049,86970,00000,00000,1,A,1006,1011,1030,1044,1049,1070,1084
1904999990,,Balance of Dallas County,157,19,049,99990,00000,00000,1,F,10758,10818,11026,11163,11219,11351,11382
1905100000,,Davis County,050,19,051,00000,00000,00000,0,A,9113,9116,9154,9145,9161,9176,9230
1905107030,,Bloomfield city,157,19,051,07030,00000,00000,1,A,2680,2681,2694,2769,2769,2768,2785
1905122350,,Drakesville city,157,19,051,22350,00000,00000,1,A,163,163,166,166,168,171,172
1905127975,,Floris city,157,19,051,27975,00000,00000,1,A,118,118,118,117,117,118,118
1905165055,,Pulaski city,157,19,051,65055,00000,00000,1,A,264,264,265,261,260,260,264
1905199990,,Balance of Davis County,157,19,051,99990,00000,00000,1,F,5888,5890,5911,5832,5847,5859,5891
1905300000,,Decatur County,050,19,053,00000,00000,00000,0,A,7762,7728,7796,7807,7777,7675,7655
1905319090,,Davis City city,157,19,053,19090,00000,00000,1,A,181,180,182,182,181,179,178
1905319315,,Decatur city,157,19,053,19315,00000,00000,1,A,175,174,178,178,177,176,178
1905329775,,Garden Grove city,157,19,053,29775,00000,00000,1,A,177,176,178,178,177,175,174
1905332070,,Grand River city,157,19,053,32070,00000,00000,1,A,194,193,195,195,194,190,189
1905342960,,Lamoni city,157,19,053,42960,00000,00000,1,A,2085,2079,2092,2100,2096,2071,2074
1905344535,,Leon city,157,19,053,44535,00000,00000,1,A,1814,1805,1820,1817,1808,1786,1773
1905344580,,Le Roy city,157,19,053,44580,00000,00000,1,A,10,10,10,10,10,10,10
1905363570,,Pleasanton city,157,19,053,63570,00000,00000,1,A,33,33,33,33,33,32,33
1905380490,,Van Wert city,157,19,053,80490,00000,00000,1,A,178,177,179,179,178,176,175
1905383190,,Weldon city,157,19,053,83190,00000,00000,1,A,140,140,140,141,140,138,136
1905399990,,Balance of Decatur County,157,19,053,99990,00000,00000,1,F,2775,2761,2789,2794,2783,2742,2735
1905500000,,Delaware County,050,19,055,00000,00000,00000,0,A,17481,17456,17554,17590,17572,17602,17674
1905515015,,Colesburg city,157,19,055,15015,00000,00000,1,A,386,385,386,385,381,381,380
1905519630,,Delaware city,157,19,055,19630,00000,00000,1,A,140,140,140,140,139,139,139
1905519675,,Delhi city,157,19,055,19675,00000,00000,1,A,415,416,421,427,433,438,447
1905522800,,Dundee city,157,19,055,22800,00000,00000,1,A,194,193,194,193,193,190,190
1905523115,,Dyersville city (pt.),157,19,055,23115,00000,00000,1,A,300,302,305,316,311,314,314
1905523430,,Earlville city,157,19,055,23430,00000,00000,1,A,713,711,713,713,708,707,707
1905524060,,Edgewood city (pt.),157,19,055,24060,00000,00000,1,A,619,617,623,620,619,622,620
1905532610,,Greeley city,157,19,055,32610,00000,00000,1,A,214,213,214,213,212,212,210
1905537155,,Hopkinton city,157,19,055,37155,00000,00000,1,A,619,620,624,621,621,620,618
1905548810,,Manchester city,157,19,055,48810,00000,00000,1,A,5074,5075,5129,5196,5232,5275,5357
1905550205,,Masonville city,157,19,055,50205,00000,00000,1,A,99,99,99,99,98,98,98
1905569465,,Ryan city,157,19,055,69465,00000,00000,1,A,347,346,349,346,345,344,346
1905599990,,Balance of Delaware County,157,19,055,99990,00000,00000,1,F,8361,8339,8357,8321,8280,8262,8248
1905700000,,Des Moines County,050,19,057,00000,00000,00000,0,A,38935,38849,38537,38229,38299,38150,38077
1905709550,,Burlington city,157,19,057,09550,00000,00000,1,A,24020,23965,23768,23593,23599,23452,23336
1905718435,,Danville city,157,19,057,18435,00000,00000,1,A,953,951,942,936,906,901,896
1905750790,,Mediapolis city,157,19,057,50790,00000,00000,1,A,1686,1682,1668,1640,1663,1662,1660
1905751735,,Middletown city,157,19,057,51735,00000,00000,1,A,365,364,363,362,365,363,361
1905783685,,West Burlington city,157,19,057,83685,00000,00000,1,A,3201,3197,3183,3162,3212,3273,3358
1905799990,,Balance of Des Moines County,157,19,057,99990,00000,00000,1,S,8710,8690,8613,8536,8554,8499,8466
1905900000,,Dickinson County,050,19,059,00000,00000,00000,0,A,17710,17775,17885,18056,18081,18072,18077
1905903025,,Arnolds Park city,157,19,059,03025,00000,00000,1,A,1115,1123,1159,1157,1195,1214,1198
1905942600,,Lake Park city,157,19,059,42600,00000,00000,1,A,1170,1173,1177,1183,1164,1127,1111
1905952095,,Milford city,157,19,059,52095,00000,00000,1,A,3325,3335,3344,3326,3283,3246,3209
1905958710,,Okoboji city,157,19,059,58710,00000,00000,1,A,762,764,763,755,738,724,712
1905959655,,Orleans city,157,19,059,59655,00000,00000,1,A,520,521,520,517,510,502,493
1905974415,,Spirit Lake city,157,19,059,74415,00000,00000,1,A,5443,5465,5498,5543,5556,5540,5525
1905976440,,Superior city,157,19,059,76440,00000,00000,1,A,133,133,135,130,127,127,124
1905977520,,Terril city,157,19,059,77520,00000,00000,1,A,335,335,333,326,318,311,304
1905981615,,Wahpeton city,157,19,059,81615,00000,00000,1,A,345,347,348,347,342,337,333
1905984450,,West Okoboji city,157,19,059,84450,00000,00000,1,A,305,309,313,313,309,309,309
1905999990,,Balance of Dickinson County,157,19,059,99990,00000,00000,1,F,4257,4270,4295,4459,4539,4635,4759
1906100000,,Dubuque County,050,19,061,00000,00000,00000,0,A,99280,99311,98885,98723,98907,99033,99381
1906103160,,Asbury city,157,19,061,03160,00000,00000,1,A,5944,5959,5980,5971,6004,6040,6035
1906104375,,Balltown city,157,19,061,04375,00000,00000,1,A,76,76,75,76,76,76,76
1906104510,,Bankston city,157,19,061,04510,00000,00000,1,A,27,27,27,26,26,26,28
1906106085,,Bernard city,157,19,061,06085,00000,00000,1,A,115,115,114,116,116,116,117
1906111305,,Cascade city (pt.),157,19,061,11305,00000,00000,1,A,2004,2008,2005,1991,1993,1995,1995
1906112630,,Centralia city,157,19,061,12630,00000,00000,1,A,116,116,115,115,117,117,116
1906122395,,Dubuque city,157,19,061,22395,00000,00000,1,A,59671,59641,59275,58895,58885,58823,59148
1906122935,,Durango city,157,19,061,22935,00000,00000,1,A,17,17,17,17,17,17,16
1906123115,,Dyersville city (pt.),157,19,061,23115,00000,00000,1,A,4177,4201,4207,4240,4247,4253,4260
1906125725,,Epworth city,157,19,061,25725,00000,00000,1,A,2029,2035,2042,2031,2028,2043,2037
1906126760,,Farley city,157,19,061,26760,00000,00000,1,A,1769,1767,1748,1722,1725,1722,1718
1906131845,,Graf city,157,19,061,31845,00000,00000,1,A,75,75,74,76,76,76,75
1906136885,,Holy Cross city,157,19,061,36885,00000,00000,1,A,360,360,356,351,348,347,345
1906147460,,Luxemburg city,157,19,061,47460,00000,00000,1,A,242,242,241,240,237,237,236
1906156550,,New Vienna city,157,19,061,56550,00000,00000,1,A,386,385,383,378,382,383,381
1906162130,,Peosta city,157,19,061,62130,00000,00000,1,A,1912,1927,1975,2057,2116,2184,2225
1906166810,,Rickardsville city,157,19,061,66810,00000,00000,1,A,208,208,208,205,205,205,203
1906169690,,Sageville city,157,19,061,69690,00000,00000,1,A,101,101,100,98,98,98,98
1906172660,,Sherrill city,157,19,061,72660,00000,00000,1,A,178,178,176,173,173,173,169
1906187060,,Worthington city,157,19,061,87060,00000,00000,1,A,380,379,382,374,374,373,373
1906187690,,Zwingle city (pt.),157,19,061,87690,00000,00000,1,A,65,65,64,65,65,65,67
1906199990,,Balance of Dubuque County,157,19,061,99990,00000,00000,1,F,19428,19429,19321,19506,19599,19664,19663
1906300000,,Emmet County,050,19,063,00000,00000,00000,0,A,9387,9341,9331,9206,9294,9131,9107
1906302935,,Armstrong city,157,19,063,02935,00000,00000,1,A,871,866,869,853,856,844,828
1906321675,,Dolliver city,157,19,063,21675,00000,00000,1,A,66,66,65,64,64,63,60
1906325860,,Estherville city,157,19,063,25860,00000,00000,1,A,5909,5879,5866,5819,5890,5772,5807
1906333240,,Gruver city,157,19,063,33240,00000,00000,1,A,59,59,58,57,57,56,55
1906367170,,Ringsted city,157,19,063,67170,00000,00000,1,A,365,363,361,352,352,347,341
1906381975,,Wallingford city,157,19,063,81975,00000,00000,1,A,164,163,163,158,159,155,152
1906399990,,Balance of Emmet County,157,19,063,99990,00000,00000,1,F,1953,1945,1949,1903,1916,1894,1864
1906500000,,Fayette County,050,19,065,00000,00000,00000,0,A,19512,19448,19309,19303,19233,19110,19047
1906502845,,Arlington city,157,19,065,02845,00000,00000,1,A,421,420,418,419,418,415,414
1906514250,,Clermont city,157,19,065,14250,00000,00000,1,A,579,577,574,577,574,569,568
1906524645,,Elgin city,157,19,065,24645,00000,00000,1,A,688,686,679,680,678,674,670
1906526355,,Fairbank city (pt.),157,19,065,26355,00000,00000,1,A,359,358,357,359,363,361,365
1906527165,,Fayette city,157,19,065,27165,00000,00000,1,A,1259,1254,1246,1248,1203,1188,1185
1906535310,,Hawkeye city,157,19,065,35310,00000,00000,1,A,441,439,436,435,433,429,427
1906550610,,Maynard city,157,19,065,50610,00000,00000,1,A,475,473,471,470,468,466,462
1906558620,,Oelwein city,157,19,065,58620,00000,00000,1,A,5929,5909,5854,5844,5815,5783,5757
1906570050,,St. Lucas city,157,19,065,70050,00000,00000,1,A,169,168,167,169,168,167,166
1906574955,,Stanley city (pt.),157,19,065,74955,00000,00000,1,A,6,6,6,6,6,6,6
1906576260,,Sumner city (pt.),157,19,065,76260,00000,00000,1,A,9,9,9,9,9,9,9
1906581570,,Wadena city,157,19,065,81570,00000,00000,1,A,208,207,205,205,202,201,204
1906582650,,Waucoma city,157,19,065,82650,00000,00000,1,A,235,234,232,234,233,239,238
1906584180,,Westgate city,157,19,065,84180,00000,00000,1,A,190,189,188,187,189,188,187
1906584765,,West Union city,157,19,065,84765,00000,00000,1,A,2484,2476,2458,2447,2443,2430,2424
1906599990,,Balance of Fayette County,157,19,065,99990,00000,00000,1,S,6060,6043,6009,6014,6031,5985,5965
1906700000,,Floyd County,050,19,067,00000,00000,00000,0,A,15629,15595,15463,15317,15306,15081,14901
1906712765,,Charles City city,157,19,067,12765,00000,00000,1,A,7398,7380,7312,7230,7218,7114,7013
1906715465,,Colwell city,157,19,067,15465,00000,00000,1,A,56,56,55,55,55,54,53
1906728020,,Floyd city,157,19,067,28020,00000,00000,1,A,310,309,306,303,303,298,294
1906732745,,Greene city (pt.),157,19,067,32745,00000,00000,1,A,0,0,0,0,0,0,0
1906749305,,Marble Rock city,157,19,067,49305,00000,00000,1,A,269,269,266,265,263,259,255
1906755335,,Nashua city (pt.),157,19,067,55335,00000,00000,1,A,2,2,2,2,2,2,2
1906756910,,Nora Springs city (pt.),157,19,067,56910,00000,00000,1,A,1363,1360,1348,1338,1347,1331,1311
1906768070,,Rockford city,157,19,067,68070,00000,00000,1,A,761,759,750,742,740,726,715
1906769195,,Rudd city,157,19,067,69195,00000,00000,1,A,358,357,354,348,348,342,336
1906799990,,Balance of Floyd County,157,19,067,99990,00000,00000,1,S,5112,5103,5070,5034,5030,4955,4922
1906900000,,Franklin County,050,19,069,00000,00000,00000,0,A,10009,9991,9946,9923,9881,9977,9868
1906900190,,Ackley city (pt.),157,19,069,00190,00000,00000,1,A,35,35,35,35,35,35,35
1906901090,,Alexander city,157,19,069,01090,00000,00000,1,A,167,167,166,164,163,165,163
1906916815,,Coulter city,157,19,069,16815,00000,00000,1,A,219,218,218,218,217,220,215
1906922305,,Dows city (pt.),157,19,069,22305,00000,00000,1,A,44,44,44,44,44,44,44
1906930135,,Geneva city,157,19,069,30135,00000,00000,1,A,135,135,134,134,134,135,134
1906933960,,Hampton city,157,19,069,33960,00000,00000,1,A,4332,4323,4305,4297,4275,4315,4264
1906934365,,Hansell city,157,19,069,34365,00000,00000,1,A,84,84,83,83,83,84,83
1906943590,,Latimer city,157,19,069,43590,00000,00000,1,A,479,478,477,474,472,475,470
1906964110,,Popejoy city,157,19,069,64110,00000,00000,1,A,76,76,76,76,75,76,75
1906972210,,Sheffield city,157,19,069,72210,00000,00000,1,A,1120,1118,1112,1108,1104,1114,1103
1906999990,,Balance of Franklin County,157,19,069,99990,00000,00000,1,S,3318,3313,3296,3290,3279,3314,3282
1907100000,,Fremont County,050,19,071,00000,00000,00000,0,A,6609,6575,6594,6474,6462,6493,6522
1907126985,,Farragut city,157,19,071,26985,00000,00000,1,A,490,487,487,477,478,481,481
1907133780,,Hamburg city,157,19,071,33780,00000,00000,1,A,886,881,879,863,858,860,866
1907138055,,Imogene city,157,19,071,38055,00000,00000,1,A,38,38,38,37,37,37,37
1907165640,,Randolph city,157,19,071,65640,00000,00000,1,A,190,189,189,185,184,185,186
1907167575,,Riverton city,157,19,071,67575,00000,00000,1,A,249,248,250,244,242,242,243
1907172525,,Shenandoah city (pt.),157,19,071,72525,00000,00000,1,A,0,0,0,0,0,0,0
1907173065,,Sidney city,157,19,071,73065,00000,00000,1,A,1073,1067,1065,1049,1047,1047,1051
1907176935,,Tabor city (pt.),157,19,071,76935,00000,00000,1,A,929,924,924,901,898,898,900
1907177970,,Thurman city,157,19,071,77970,00000,00000,1,A,164,163,163,162,161,162,163
1907199990,,Balance of Fremont County,157,19,071,99990,00000,00000,1,S,2590,2578,2599,2556,2557,2581,2595
1907300000,,Greene County,050,19,073,00000,00000,00000,0,A,8760,8749,8728,8706,8603,8654,8658
1907313350,,Churdan city,157,19,073,13350,00000,00000,1,A,365,364,363,359,357,359,359
1907318345,,Dana city,157,19,073,18345,00000,00000,1,A,34,34,34,34,33,34,34
1907331980,,Grand Junction city,157,19,073,31980,00000,00000,1,A,723,721,718,717,709,714,715
1907339450,,Jefferson city,157,19,073,39450,00000,00000,1,A,4182,4180,4167,4154,4109,4146,4150
1907361815,,Paton city,157,19,073,61815,00000,00000,1,A,221,220,222,221,218,217,217
1907365505,,Ralston city (pt.),157,19,073,65505,00000,00000,1,A,2,2,2,2,2,2,2
1907367215,,Rippey city,157,19,073,67215,00000,00000,1,A,220,220,218,218,215,214,216
1907371310,,Scranton city,157,19,073,71310,00000,00000,1,A,507,506,502,500,492,494,493
1907399990,,Balance of Greene County,157,19,073,99990,00000,00000,1,F,2506,2502,2502,2501,2468,2474,2472
1907500000,,Grundy County,050,19,075,00000,00000,00000,0,A,12331,12337,12365,12367,12383,12372,12361
1907505140,,Beaman city,157,19,075,05140,00000,00000,1,A,158,158,158,158,157,155,155
1907515825,,Conrad city,157,19,075,15825,00000,00000,1,A,1091,1091,1091,1091,1091,1089,1086
1907521405,,Dike city,157,19,075,21405,00000,00000,1,A,1302,1302,1304,1302,1300,1296,1299
1907533195,,Grundy Center city,157,19,075,33195,00000,00000,1,A,2804,2806,2812,2805,2807,2814,2814
1907536705,,Holland city,157,19,075,36705,00000,00000,1,A,264,264,264,261,261,260,260
1907554165,,Morrison city,157,19,075,54165,00000,00000,1,A,98,98,98,100,100,100,100
1907566315,,Reinbeck city,157,19,075,66315,00000,00000,1,A,1670,1670,1667,1662,1669,1669,1668
1907575720,,Stout city,157,19,075,75720,00000,00000,1,A,190,190,192,192,192,193,191
1907583325,,Wellsburg city,157,19,075,83325,00000,00000,1,A,719,719,717,715,714,710,711
1907599990,,Balance of Grundy County,157,19,075,99990,00000,00000,1,F,4035,4039,4062,4081,4092,4086,4077
1907700000,,Guthrie County,050,19,077,00000,00000,00000,0,A,10624,10614,10593,10678,10738,10687,10782
1907700370,,Adair city (pt.),157,19,077,00370,00000,00000,1,A,18,18,18,18,18,18,18
1907704240,,Bagley city,157,19,077,04240,00000,00000,1,A,232,231,230,229,230,228,228
1907704960,,Bayard city,157,19,077,04960,00000,00000,1,A,406,405,402,402,404,399,401
1907711395,,Casey city (pt.),157,19,077,11395,00000,00000,1,A,369,368,364,371,372,368,370
1907716050,,Coon Rapids city (pt.),157,19,077,16050,00000,00000,1,A,0,0,0,0,0,0,0
1907733420,,Guthrie Center city,157,19,077,33420,00000,00000,1,A,1588,1583,1572,1579,1582,1568,1583
1907739225,,Jamaica city,157,19,077,39225,00000,00000,1,A,194,194,194,195,196,194,197
1907751105,,Menlo city,157,19,077,51105,00000,00000,1,A,345,344,342,341,345,344,346
1907761320,,Panora city,157,19,077,61320,00000,00000,1,A,1090,1088,1078,1085,1081,1087,1094
1907775990,,Stuart city (pt.),157,19,077,75990,00000,00000,1,A,1065,1074,1077,1109,1124,1127,1135
1907787285,,Yale city,157,19,077,87285,00000,00000,1,A,267,266,265,266,264,262,264
1907799990,,Balance of Guthrie County,157,19,077,99990,00000,00000,1,S,5050,5043,5051,5083,5122,5092,5146
1907900000,,Hamilton County,050,19,079,00000,00000,00000,0,A,15040,15014,14874,14880,14914,14998,14944
1907906760,,Blairsburg city,157,19,079,06760,00000,00000,1,A,173,173,171,173,173,178,177
1907925050,,Ellsworth city,157,19,079,25050,00000,00000,1,A,507,506,501,498,498,500,496
1907939675,,Jewell Junction city,157,19,079,39675,00000,00000,1,A,1213,1210,1200,1193,1200,1245,1238
1907940215,,Kamrar city,157,19,079,40215,00000,00000,1,A,182,182,180,177,178,180,179
1907965595,,Randall city,157,19,079,65595,00000,00000,1,A,154,154,154,156,156,156,158
1907974910,,Stanhope city,157,19,079,74910,00000,00000,1,A,364,363,358,357,358,356,355
1907975810,,Stratford city (pt.),157,19,079,75810,00000,00000,1,A,684,683,677,674,675,676,674
1907983145,,Webster City city,157,19,079,83145,00000,00000,1,A,7824,7812,7744,7779,7803,7835,7815
1907985800,,Williams city,157,19,079,85800,00000,00000,1,A,308,307,305,304,304,303,302
1907999990,,Balance of Hamilton County,157,19,079,99990,00000,00000,1,F,3631,3624,3584,3569,3569,3569,3550
1908100000,,Hancock County,050,19,081,00000,00000,00000,0,A,10799,10763,10693,10662,10638,10620,10528
1908108605,,Britt city,157,19,081,08605,00000,00000,1,A,2045,2038,2019,2002,2011,2005,1981
1908116590,,Corwith city,157,19,081,16590,00000,00000,1,A,265,264,262,259,259,258,253
1908117670,,Crystal Lake city,157,19,081,17670,00000,00000,1,A,255,254,250,250,245,244,240
1908128380,,Forest City city (pt.),157,19,081,28380,00000,00000,1,A,356,355,354,355,358,359,355
1908129955,,Garner city,157,19,081,29955,00000,00000,1,A,3062,3055,3056,3052,3040,3048,3029
1908131575,,Goodell city,157,19,081,31575,00000,00000,1,A,142,141,140,140,140,139,138
1908140260,,Kanawha city,157,19,081,40260,00000,00000,1,A,656,654,646,645,634,634,630
1908141655,,Klemme city,157,19,081,41655,00000,00000,1,A,441,439,435,433,431,428,424
1908186700,,Woden city,157,19,081,86700,00000,00000,1,A,193,192,190,190,188,187,185
1908199990,,Balance of Hancock County,157,19,081,99990,00000,00000,1,S,3384,3371,3341,3336,3332,3318,3293
1908300000,,Hardin County,050,19,083,00000,00000,00000,0,A,16880,16831,16725,16670,16522,16460,16455
1908300190,,Ackley city (pt.),157,19,083,00190,00000,00000,1,A,1561,1556,1544,1525,1506,1500,1495
1908301045,,Alden city,157,19,083,01045,00000,00000,1,A,763,761,753,749,740,739,735
1908309100,,Buckeye city,157,19,083,09100,00000,00000,1,A,83,83,82,82,83,81,82
1908324465,,Eldora city,157,19,083,24465,00000,00000,1,A,2663,2656,2638,2627,2603,2601,2593
1908337425,,Hubbard city,157,19,083,37425,00000,00000,1,A,860,858,852,846,839,836,835
1908338640,,Iowa Falls city,157,19,083,38640,00000,00000,1,A,5108,5092,5055,5070,5027,4996,5013
1908356415,,New Providence city,157,19,083,56415,00000,00000,1,A,236,235,233,234,230,230,229
1908360555,,Owasa city,157,19,083,60555,00000,00000,1,A,31,31,31,31,30,30,30
1908365370,,Radcliffe city,157,19,083,65370,00000,00000,1,A,558,556,552,547,545,541,540
1908375180,,Steamboat Rock city,157,19,083,75180,00000,00000,1,A,266,265,265,263,261,261,260
1908379545,,Union city,157,19,083,79545,00000,00000,1,A,395,394,391,389,383,382,382
1908385305,,Whitten city,157,19,083,85305,00000,00000,1,A,100,100,99,98,98,97,97
1908399990,,Balance of Hardin County,157,19,083,99990,00000,00000,1,S,4256,4244,4230,4209,4177,4166,4164
1908500000,,Harrison County,050,19,085,00000,00000,00000,0,A,14572,14560,14681,14621,14649,14594,14623
1908522890,,Dunlap city (pt.),157,19,085,22890,00000,00000,1,A,1046,1046,1049,1044,1038,1030,1030
1908545840,,Little Sioux city,157,19,085,45840,00000,00000,1,A,169,169,169,171,172,174,177
1908546155,,Logan city,157,19,085,46155,00000,00000,1,A,1388,1386,1390,1364,1353,1350,1352
1908548495,,Magnolia city,157,19,085,48495,00000,00000,1,A,194,194,197,196,195,194,196
1908552860,,Missouri Valley city,157,19,085,52860,00000,00000,1,A,2679,2674,2685,2661,2646,2624,2616
1908552995,,Modale city,157,19,085,52995,00000,00000,1,A,274,274,279,280,279,283,282
1908553175,,Mondamin city,157,19,085,53175,00000,00000,1,A,335,334,336,335,333,332,332
1908562445,,Persia city,157,19,085,62445,00000,00000,1,A,295,294,296,295,291,290,289
1908563075,,Pisgah city,157,19,085,63075,00000,00000,1,A,246,246,249,250,248,247,248
1908586835,,Woodbine city,157,19,085,86835,00000,00000,1,A,1626,1623,1629,1624,1712,1697,1705
1908599990,,Balance of Harrison County,157,19,085,99990,00000,00000,1,S,6320,6320,6402,6401,6382,6373,6396
1908700000,,Henry County,050,19,087,00000,00000,00000,0,A,20482,20450,20405,20284,19603,19368,19349
1908716140,,Coppock city (pt.),157,19,087,16140,00000,00000,1,A,15,15,15,15,15,14,14
1908736390,,Hillsboro city,157,19,087,36390,00000,00000,1,A,165,165,164,163,161,159,160
1908754705,,Mount Pleasant city,157,19,087,54705,00000,00000,1,A,9290,9272,9246,9221,8632,8522,8500
1908756325,,New London city,157,19,087,56325,00000,00000,1,A,1914,1912,1909,1892,1874,1849,1850
1908758890,,Olds city,157,19,087,58890,00000,00000,1,A,172,172,172,170,168,166,165
1908768565,,Rome city,157,19,087,68565,00000,00000,1,A,114,114,113,114,112,111,111
1908770230,,Salem city,157,19,087,70230,00000,00000,1,A,399,398,396,389,387,382,381
1908782965,,Wayland city,157,19,087,82965,00000,00000,1,A,962,960,964,952,950,936,932
1908784835,,Westwood city,157,19,087,84835,00000,00000,1,A,100,100,99,98,97,95,95
1908786385,,Winfield city,157,19,087,86385,00000,00000,1,A,1033,1031,1025,1022,1017,1007,1004
1908799990,,Balance of Henry County,157,19,087,99990,00000,00000,1,S,6318,6311,6302,6248,6190,6127,6137
1908900000,,Howard County,050,19,089,00000,00000,00000,0,A,9470,9494,9508,9502,9400,9437,9415
1908913125,,Chester city,157,19,089,13125,00000,00000,1,A,137,137,137,137,136,134,134
1908917220,,Cresco city,157,19,089,17220,00000,00000,1,A,3892,3902,3921,3935,3911,3925,3925
1908925095,,Elma city,157,19,089,25095,00000,00000,1,A,506,507,507,492,492,498,492
1908945165,,Lime Springs city,157,19,089,45165,00000,00000,1,A,477,478,477,476,469,473,471
1908965010,,Protivin city (pt.),157,19,089,65010,00000,00000,1,A,257,258,258,257,253,254,254
1908966585,,Riceville city (pt.),157,19,089,66585,00000,00000,1,A,323,324,324,328,325,326,323
1908999990,,Balance of Howard County,157,19,089,99990,00000,00000,1,F,3878,3888,3884,3877,3814,3827,3816
1909100000,,Humboldt County,050,19,091,00000,00000,00000,0,A,9599,9599,9635,9540,9522,9505,9409
1909107210,,Bode city,157,19,091,07210,00000,00000,1,A,306,306,305,303,302,301,298
1909108065,,Bradgate city,157,19,091,08065,00000,00000,1,A,75,75,75,75,74,74,73
1909118075,,Dakota City city,157,19,091,18075,00000,00000,1,A,759,759,764,760,757,757,747
1909130945,,Gilmore City city (pt.),157,19,091,30945,00000,00000,1,A,266,266,266,263,262,263,259
1909134455,,Hardy city,157,19,091,34455,00000,00000,1,A,54,54,54,54,54,53,53
1909137560,,Humboldt city,157,19,091,37560,00000,00000,1,A,4789,4788,4810,4736,4734,4723,4675
1909145975,,Livermore city,157,19,091,45975,00000,00000,1,A,382,382,383,381,377,378,374
1909147370,,Lu Verne city (pt.),157,19,091,47370,00000,00000,1,A,27,27,27,27,27,27,26
1909160420,,Ottosen city,157,19,091,60420,00000,00000,1,A,40,40,40,40,40,39,39
1909166450,,Renwick city,157,19,091,66450,00000,00000,1,A,228,228,228,227,226,224,222
1909169375,,Rutland city,157,19,091,69375,00000,00000,1,A,117,117,117,117,116,114,115
1909177790,,Thor city,157,19,091,77790,00000,00000,1,A,179,179,179,178,178,177,177
1909199990,,Balance of Humboldt County,157,19,091,99990,00000,00000,1,F,2377,2378,2387,2379,2375,2375,2351
1909300000,,Ida County,050,19,093,00000,00000,00000,0,A,7003,7019,6964,6880,6812,6767,6777
1909303115,,Arthur city,157,19,093,03115,00000,00000,1,A,221,222,221,220,215,215,215
1909304870,,Battle Creek city,157,19,093,04870,00000,00000,1,A,698,699,694,686,682,678,678
1909329595,,Galva city,157,19,093,29595,00000,00000,1,A,435,436,431,423,418,414,415
1909336840,,Holstein city,157,19,093,36840,00000,00000,1,A,1509,1512,1506,1490,1474,1466,1470
1909338010,,Ida Grove city,157,19,093,38010,00000,00000,1,A,2065,2069,2050,2020,1996,1982,1986
